COUNTRY;COUNTRY CODE;STATE;STATE CODE;COUNTY;COUNTY CODE;LOCALITY ID;LOCALITY TYPE;LATITUDE;LONGITUDE
Morocco;MA;Guelmim-Es Smara        ;MA-14;;;L10002260;P;28.6;-10.9
Morocco;MA;Sous-Massa-Draa         ;MA-13;;;L10006080;H;30.9;-6.9
Morocco;MA;Marrakech-Tensift-Al Hao;MA-11;;;L10006088;H;31.2;-9.7
Morocco;MA;Marrakech-Tensift-Al Hao;MA-11;;;L10006092;P;31.6;-7.7
Morocco;MA;Marrakech-Tensift-Al Hao;MA-11;;;L10006093;H;31.2;-7.8
Morocco;MA;Marrakech-Tensift-Al Hao;MA-11;;;L10006094;H;31;-8.2
Morocco;MA;Marrakech-Tensift-Al Hao;MA-11;;;L10006098;H;31.4;-7.8
Morocco;MA;Marrakech-Tensift-Al Hao;MA-11;;;L10006099;P;31.2;-8
Morocco;MA;Sous-Massa-Draa         ;MA-13;;;L10006100;H;30.9;-8.4
Morocco;MA;Meknès-Tafilalet       ;MA-06;;;L10006108;H;31.5;-5
Morocco;MA;Meknès-Tafilalet       ;MA-06;;;L10006109;P;32.7;-4.8
Morocco;MA;Sous-Massa-Draa         ;MA-13;;;L10006113;P;31.3;-7.4
Morocco;MA;Meknès-Tafilalet       ;MA-06;;;L10007656;P;32.7;-4.8
Morocco;MA;Marrakech-Tensift-Al Hao;MA-11;;;L10010693;P;31.4;-7.8
Morocco;MA;Meknès-Tafilalet       ;MA-06;;;L10010715;P;33.9;-5.6
Morocco;MA;Gharb-Chrarda-Beni Hssen;MA-02;;;L10010743;P;34.8;-6.3
Morocco;MA;Marrakech-Tensift-Al Hao;MA-11;;;L10012845;P;31.6;-8.4
Morocco;MA;Marrakech-Tensift-Al Hao;MA-11;;;L10016468;P;31.8;-9.4
Morocco;MA;Marrakech-Tensift-Al Hao;MA-11;;;L10016540;P;31.5;-9.6
Morocco;MA;Meknès-Tafilalet       ;MA-06;;;L10020084;P;33.9;-5.6
Morocco;MA;Meknès-Tafilalet       ;MA-06;;;L10020305;P;34;-5.6
Morocco;MA;Meknès-Tafilalet       ;MA-06;;;L10024690;P;31.7;-5
Morocco;MA;Sous-Massa-Draa         ;MA-13;;;L10025054;P;31.3;-7.4
Morocco;MA;Meknès-Tafilalet       ;MA-06;;;L10029554;P;31.8;-4.2
Morocco;MA;Sous-Massa-Draa         ;MA-13;;;L10030537;P;30.3;-9.6
Morocco;MA;Sous-Massa-Draa         ;MA-13;;;L10030642;P;30;-9.6
Morocco;MA;Fès-Boulemane          ;MA-05;;;L10034863;P;34.1;-5
Morocco;MA;Marrakech-Tensift-Al Hao;MA-11;;;L10035875;P;31.6;-8
Morocco;MA;Doukkala-Abda           ;MA-10;;;L10037623;P;32.9;-8.8
Morocco;MA;Guelmim-Es Smara        ;MA-14;;;L10038000;P;29.8;-8.5
Morocco;MA;Sous-Massa-Draa         ;MA-13;;;L10039577;P;31.4;-5.3
Morocco;MA;Sous-Massa-Draa         ;MA-13;;;L10041051;P;31;-7.2
Morocco;MA;Sous-Massa-Draa         ;MA-13;;;L10042483;P;30.1;-9.7
Morocco;MA;Doukkala-Abda           ;MA-10;;;L10042550;P;32.7;-8.9
Morocco;MA;Sous-Massa-Draa         ;MA-13;;;L10048008;P;30.7;-8.8
Morocco;MA;Sous-Massa-Draa         ;MA-13;;;L10053071;P;30.9;-6.9
Morocco;MA;Meknès-Tafilalet       ;MA-06;;;L10062830;P;31.3;-4.2
Morocco;MA;Grand Casablanca        ;MA-08;;;L10065524;P;33.6;-7.6
Morocco;MA;Sous-Massa-Draa         ;MA-13;;;L10065565;P;30.7;-6.4
Morocco;MA;Marrakech-Tensift-Al Hao;MA-11;;;L10066177;P;31.6;-8
Morocco;MA;Sous-Massa-Draa         ;MA-13;;;L10068857;P;30.7;-8.2
Morocco;MA;Rabat-Salé-Zemmour-Zaer;MA-07;;;L10069748;P;34;-6.8
Morocco;MA;Sous-Massa-Draa         ;MA-13;;;L10077900;P;30.5;-9.3
Morocco;MA;Marrakech-Tensift-Al Hao;MA-11;;;L10078661;P;31.5;-8
Morocco;MA;Sous-Massa-Draa         ;MA-13;;;L10079404;P;30.9;-6.9
Morocco;MA;Tadla-Azilal            ;MA-12;;;L10080159;P;32;-6.6
Morocco;MA;Marrakech-Tensift-Al Hao;MA-11;;;L10083473;P;31.5;-8.5
Morocco;MA;L'Oriental              ;MA-04;;;L10084332;P;35.3;-3
Morocco;MA;Marrakech-Tensift-Al Hao;MA-11;;;L10086214;P;31.2;-8
Morocco;MA;Marrakech-Tensift-Al Hao;MA-11;;;L10086216;P;31.4;-7.9
Morocco;MA;L'Oriental              ;MA-04;;;L10087875;P;35.4;-3
Morocco;MA;L'Oriental              ;MA-04;;;L10087884;P;35.1;-2.5
Morocco;MA;L'Oriental              ;MA-04;;;L10087885;P;35.1;-2.7
Morocco;MA;L'Oriental              ;MA-04;;;L10087888;P;35.4;-3
Morocco;MA;Fès-Boulemane          ;MA-05;;;L10087927;P;33.9;-5
Morocco;MA;Fès-Boulemane          ;MA-05;;;L10087931;P;33.9;-5
Morocco;MA;Fès-Boulemane          ;MA-05;;;L10087934;P;34;-4.8
Morocco;MA;Taza-Al Hoceima-Taounate;MA-03;;;L10087935;P;34;-4.5
Morocco;MA;Taza-Al Hoceima-Taounate;MA-03;;;L10087937;P;34.2;-4.3
Morocco;MA;L'Oriental              ;MA-04;;;L10087947;P;34.9;-2.9
Morocco;MA;L'Oriental              ;MA-04;;;L10087948;P;34.9;-2.9
Morocco;MA;L'Oriental              ;MA-04;;;L10087958;P;35.2;-2.9
Morocco;MA;L'Oriental              ;MA-04;;;L10087960;P;35.3;-2.9
Morocco;MA;L'Oriental              ;MA-04;;;L10087963;P;35.1;-2.8
Morocco;MA;Tadla-Azilal            ;MA-12;;;L10089792;P;31.9;-6.2
Morocco;MA;Marrakech-Tensift-Al Hao;MA-11;;;L10090195;P;31.6;-8
Morocco;MA;Rabat-Salé-Zemmour-Zaer;MA-07;;;L10096700;P;34;-6.8
Morocco;MA;Rabat-Salé-Zemmour-Zaer;MA-07;;;L10096715;P;33.8;-5.9
Morocco;MA;Fès-Boulemane          ;MA-05;;;L10096796;P;34;-5
Morocco;MA;Doukkala-Abda           ;MA-10;;;L10099200;P;33;-8.7
Morocco;MA;Doukkala-Abda           ;MA-10;;;L10099414;P;32.9;-8.8
Morocco;MA;Marrakech-Tensift-Al Hao;MA-11;;;L10107152;P;31.6;-8
Morocco;MA;L'Oriental              ;MA-04;;;L10112770;H;32.6;-1.6
Morocco;MA;L'Oriental              ;MA-04;;;L10113825;P;32.1;-1.2
Morocco;MA;Chaouia-Ouardigha       ;MA-09;;;L10117198;P;33.1;-7.2
Morocco;MA;Sous-Massa-Draa         ;MA-13;;;L10121115;P;30.2;-9.6
Morocco;MA;Sous-Massa-Draa         ;MA-13;;;L10121421;P;30.1;-9.6
Morocco;MA;Sous-Massa-Draa         ;MA-13;;;L10121608;P;30.4;-9.6
Morocco;MA;Marrakech-Tensift-Al Hao;MA-11;;;L10125737;P;31.6;-8
Morocco;MA;Marrakech-Tensift-Al Hao;MA-11;;;L10125999;P;31;-8.3
Morocco;MA;Sous-Massa-Draa         ;MA-13;;;L10126016;P;30.7;-5.5
Morocco;MA;Sous-Massa-Draa         ;MA-13;;;L10126018;P;29.8;-5.7
Morocco;MA;Grand Casablanca        ;MA-08;;;L10130257;P;33.6;-7.6
Morocco;MA;Doukkala-Abda           ;MA-10;;;L10137173;P;32.9;-8.9
Morocco;MA;Doukkala-Abda           ;MA-10;;;L10137190;H;32.9;-8.8
Morocco;MA;Marrakech-Tensift-Al Hao;MA-11;;;L10144882;P;31.6;-8
Morocco;MA;Marrakech-Tensift-Al Hao;MA-11;;;L10145072;P;31.6;-8
Morocco;MA;Sous-Massa-Draa         ;MA-13;;;L10146256;P;30.1;-9.7
Morocco;MA;Rabat-Salé-Zemmour-Zaer;MA-07;;;L10146257;P;33.9;-7
Morocco;MA;Gharb-Chrarda-Beni Hssen;MA-02;;;L10146259;P;34.3;-6.5
Morocco;MA;Gharb-Chrarda-Beni Hssen;MA-02;;;L10146260;P;34.8;-6.3
Morocco;MA;Gharb-Chrarda-Beni Hssen;MA-02;;;L10146262;P;34.6;-6
Morocco;MA;Meknès-Tafilalet       ;MA-06;;;L10146263;P;33.7;-5.4
Morocco;MA;Meknès-Tafilalet       ;MA-06;;;L10146265;P;33.6;-5.1
Morocco;MA;Meknès-Tafilalet       ;MA-06;;;L10146267;P;33.1;-5
Morocco;MA;Meknès-Tafilalet       ;MA-06;;;L10146268;P;32.8;-5
Morocco;MA;Meknès-Tafilalet       ;MA-06;;;L10146270;P;31.8;-4.9
Morocco;MA;Meknès-Tafilalet       ;MA-06;;;L10146271;P;31.7;-4.2
Morocco;MA;Meknès-Tafilalet       ;MA-06;;;L10146273;P;31.3;-4.2
Morocco;MA;Sous-Massa-Draa         ;MA-13;;;L10146278;P;31.3;-7.4
Morocco;MA;Marrakech-Tensift-Al Hao;MA-11;;;L10146279;P;31.4;-7.5
Morocco;MA;Sous-Massa-Draa         ;MA-13;;;L10146284;P;30;-9.6
Morocco;MA;Grand Casablanca        ;MA-08;;;L10148424;P;33.6;-7.6
Morocco;MA;Grand Casablanca        ;MA-08;;;L10148435;P;33.4;-7.6
Morocco;MA;Meknès-Tafilalet       ;MA-06;;;L10151278;P;31.3;-4.4
Morocco;MA;Meknès-Tafilalet       ;MA-06;;;L10152716;H;33.4;-5.3
Morocco;MA;Tanger-Tétouan         ;MA-01;;;L10156215;P;35.9;-5.3
Morocco;MA;Marrakech-Tensift-Al Hao;MA-11;;;L10156571;P;31.6;-8
Morocco;MA;Marrakech-Tensift-Al Hao;MA-11;;;L10156580;P;31.5;-8
Morocco;MA;Marrakech-Tensift-Al Hao;MA-11;;;L10156589;P;31.4;-7.8
Morocco;MA;Marrakech-Tensift-Al Hao;MA-11;;;L10156595;P;31.4;-7.8
Morocco;MA;Marrakech-Tensift-Al Hao;MA-11;;;L10156602;P;31.4;-7.8
Morocco;MA;Marrakech-Tensift-Al Hao;MA-11;;;L10156608;P;31.3;-7.8
Morocco;MA;Marrakech-Tensift-Al Hao;MA-11;;;L10156616;P;31.3;-7.8
Morocco;MA;Marrakech-Tensift-Al Hao;MA-11;;;L10156624;P;31.3;-7.8
Morocco;MA;Marrakech-Tensift-Al Hao;MA-11;;;L10156634;P;31.2;-7.8
Morocco;MA;Marrakech-Tensift-Al Hao;MA-11;;;L10156654;P;31.2;-7.8
Morocco;MA;Marrakech-Tensift-Al Hao;MA-11;;;L10156658;P;31.3;-7.7
Morocco;MA;Marrakech-Tensift-Al Hao;MA-11;;;L10156670;P;31.4;-7.8
Morocco;MA;Marrakech-Tensift-Al Hao;MA-11;;;L10156681;P;31.5;-7.7
Morocco;MA;Tanger-Tétouan         ;MA-01;;;L10160933;P;35.9;-5.4
Morocco;MA;Sous-Massa-Draa         ;MA-13;;;L10161072;P;31.3;-7.4
Morocco;MA;Sous-Massa-Draa         ;MA-13;;;L10161080;P;31.2;-7.5
Morocco;MA;Sous-Massa-Draa         ;MA-13;;;L10161094;P;30.9;-6.9
Morocco;MA;Grand Casablanca        ;MA-08;;;L10163907;P;33.6;-7.6
Morocco;MA;Tanger-Tétouan         ;MA-01;;;L10164008;P;35.9;-5.4
Morocco;MA;Grand Casablanca        ;MA-08;;;L10165105;P;33.6;-7.6
Morocco;MA;Grand Casablanca        ;MA-08;;;L10165165;P;33.6;-7.7
Morocco;MA;Sous-Massa-Draa         ;MA-13;;;L10167159;P;31.3;-5.3
Morocco;MA;Chaouia-Ouardigha       ;MA-09;;;L10169559;P;33.8;-7.2
Morocco;MA;Marrakech-Tensift-Al Hao;MA-11;;;L10172358;P;31.5;-9.8
Morocco;MA;Sous-Massa-Draa         ;MA-13;;;L10172391;P;30.9;-7
Morocco;MA;Meknès-Tafilalet       ;MA-06;;;L10173485;P;31.5;-4.5
Morocco;MA;Sous-Massa-Draa         ;MA-13;;;L10173710;P;31.3;-6.1
Morocco;MA;Sous-Massa-Draa         ;MA-13;;;L10174790;P;30.9;-6.9
Morocco;MA;Marrakech-Tensift-Al Hao;MA-11;;;L10176682;P;31.3;-7.4
Morocco;MA;Marrakech-Tensift-Al Hao;MA-11;;;L10176704;P;31.6;-8
Morocco;MA;Marrakech-Tensift-Al Hao;MA-11;;;L10176796;P;31.6;-8
Morocco;MA;Marrakech-Tensift-Al Hao;MA-11;;;L10177797;P;31.6;-8
Morocco;MA;Marrakech-Tensift-Al Hao;MA-11;;;L10180717;P;31.6;-7.8
Morocco;MA;Sous-Massa-Draa         ;MA-13;;;L10180723;P;31;-7.2
Morocco;MA;Sous-Massa-Draa         ;MA-13;;;L10180728;P;31.3;-7.4
Morocco;MA;Sous-Massa-Draa         ;MA-13;;;L10180732;P;30.7;-6.6
Morocco;MA;Marrakech-Tensift-Al Hao;MA-11;;;L10180735;P;31.4;-7.4
Morocco;MA;Sous-Massa-Draa         ;MA-13;;;L10180736;P;30.8;-5.6
Morocco;MA;Meknès-Tafilalet       ;MA-06;;;L10180739;P;31.2;-4.1
Morocco;MA;Sous-Massa-Draa         ;MA-13;;;L10180744;P;30.9;-5.8
Morocco;MA;Meknès-Tafilalet       ;MA-06;;;L10183856;P;31.2;-3.9
Morocco;MA;Meknès-Tafilalet       ;MA-06;;;L10184480;P;31.2;-4.4
Morocco;MA;Meknès-Tafilalet       ;MA-06;;;L10184485;P;31.3;-4
Morocco;MA;Meknès-Tafilalet       ;MA-06;;;L10184491;P;31.3;-4
Morocco;MA;Marrakech-Tensift-Al Hao;MA-11;;;L10185904;P;31.6;-8
Morocco;MA;Marrakech-Tensift-Al Hao;MA-11;;;L10185989;P;31.5;-7.5
Morocco;MA;Sous-Massa-Draa         ;MA-13;;;L10186930;P;31.1;-7.2
Morocco;MA;Sous-Massa-Draa         ;MA-13;;;L10187033;P;30.9;-6.9
Morocco;MA;Sous-Massa-Draa         ;MA-13;;;L10187826;P;31.4;-6
Morocco;MA;Meknès-Tafilalet       ;MA-06;;;L10196150;P;31.2;-3.9
Morocco;MA;Meknès-Tafilalet       ;MA-06;;;L10196316;P;31.3;-4
Morocco;MA;Sous-Massa-Draa         ;MA-13;;;L10197606;P;31.1;-7.4
Morocco;MA;Tanger-Tétouan         ;MA-01;;;L10201464;P;35.9;-6.1
Morocco;MA;Guelmim-Es Smara        ;MA-14;;;L10201803;P;28.7;-10.4
Morocco;MA;Marrakech-Tensift-Al Hao;MA-11;;;L10205445;P;31.6;-8
Morocco;MA;Marrakech-Tensift-Al Hao;MA-11;;;L10209108;P;31.3;-7.8
Morocco;MA;Marrakech-Tensift-Al Hao;MA-11;;;L10209120;P;31;-8.2
Morocco;MA;Sous-Massa-Draa         ;MA-13;;;L10209349;P;29.2;-10.1
Morocco;MA;Tanger-Tétouan         ;MA-01;;;L10221801;P;35.9;-5.5
Morocco;MA;Marrakech-Tensift-Al Hao;MA-11;;;L10222043;P;31.6;-8
Morocco;MA;Marrakech-Tensift-Al Hao;MA-11;;;L10223490;P;31.3;-7.8
Morocco;MA;Marrakech-Tensift-Al Hao;MA-11;;;L10223497;P;31.4;-7.8
Morocco;MA;Marrakech-Tensift-Al Hao;MA-11;;;L10227921;P;31.4;-7.8
Morocco;MA;Marrakech-Tensift-Al Hao;MA-11;;;L10227936;P;31.4;-7.9
Morocco;MA;Marrakech-Tensift-Al Hao;MA-11;;;L10227954;P;31.2;-7.8
Morocco;MA;Marrakech-Tensift-Al Hao;MA-11;;;L10231895;P;31.4;-7.8
Morocco;MA;Marrakech-Tensift-Al Hao;MA-11;;;L10231900;P;31.3;-7.8
Morocco;MA;Marrakech-Tensift-Al Hao;MA-11;;;L10231914;P;31.5;-8
Morocco;MA;Marrakech-Tensift-Al Hao;MA-11;;;L10233153;P;31.4;-7.8
Morocco;MA;Tanger-Tétouan         ;MA-01;;;L10233598;P;35.7;-5.7
Morocco;MA;Marrakech-Tensift-Al Hao;MA-11;;;L10236544;P;31.6;-7.7
Morocco;MA;Marrakech-Tensift-Al Hao;MA-11;;;L10236557;P;31.5;-7.6
Morocco;MA;Marrakech-Tensift-Al Hao;MA-11;;;L10236561;P;31.5;-7.6
Morocco;MA;Chaouia-Ouardigha       ;MA-09;;;L10249459;P;33.1;-7.3
Morocco;MA;Marrakech-Tensift-Al Hao;MA-11;;;L10250067;P;31.3;-7.8
Morocco;MA;Marrakech-Tensift-Al Hao;MA-11;;;L10250100;P;31.5;-7.7
Morocco;MA;Marrakech-Tensift-Al Hao;MA-11;;;L10250166;P;31.6;-7.4
Morocco;MA;Marrakech-Tensift-Al Hao;MA-11;;;L10250195;P;31.6;-7.7
Morocco;MA;Guelmim-Es Smara        ;MA-14;;;L10250253;P;28.9;-10.2
Morocco;MA;Guelmim-Es Smara        ;MA-14;;;L10250263;P;29;-10.6
Morocco;MA;Guelmim-Es Smara        ;MA-14;;;L10250313;P;28.8;-10.4
Morocco;MA;Sous-Massa-Draa         ;MA-13;;;L10250321;P;30.1;-9.7
Morocco;MA;Sous-Massa-Draa         ;MA-13;;;L10250355;P;30.4;-9.7
Morocco;MA;Marrakech-Tensift-Al Hao;MA-11;;;L10260812;P;31;-8.2
Morocco;MA;Marrakech-Tensift-Al Hao;MA-11;;;L10260823;P;31.4;-7.8
Morocco;MA;Sous-Massa-Draa         ;MA-13;;;L10260869;P;30.9;-8.4
Morocco;MA;Marrakech-Tensift-Al Hao;MA-11;;;L10260918;P;31.6;-8
Morocco;MA;Marrakech-Tensift-Al Hao;MA-11;;;L10261676;P;31.6;-8
Morocco;MA;Marrakech-Tensift-Al Hao;MA-11;;;L10261678;P;31.3;-8
Morocco;MA;Sous-Massa-Draa         ;MA-13;;;L10261679;P;31;-7.2
Morocco;MA;Sous-Massa-Draa         ;MA-13;;;L10261680;P;30.9;-7.2
Morocco;MA;Sous-Massa-Draa         ;MA-13;;;L10261681;P;31.3;-5.9
Morocco;MA;Meknès-Tafilalet       ;MA-06;;;L10261685;P;31.2;-4
Morocco;MA;Meknès-Tafilalet       ;MA-06;;;L10261686;P;31.7;-4.5
Morocco;MA;Meknès-Tafilalet       ;MA-06;;;L10261687;P;32.8;-4.9
Morocco;MA;Tadla-Azilal            ;MA-12;;;L10261688;P;32.2;-7
Morocco;MA;Marrakech-Tensift-Al Hao;MA-11;;;L10261689;P;32;-7.4
Morocco;MA;Tanger-Tétouan         ;MA-01;;;L10265622;P;35.9;-5.5
Morocco;MA;Tanger-Tétouan         ;MA-01;;;L10265631;P;35.8;-5.6
Morocco;MA;Tanger-Tétouan         ;MA-01;;;L10269147;P;35;-6.2
Morocco;MA;Tanger-Tétouan         ;MA-01;;;L10269247;P;35.4;-5.8
Morocco;MA;Sous-Massa-Draa         ;MA-13;;;L10272159;P;30.9;-9.8
Morocco;MA;Sous-Massa-Draa         ;MA-13;;;L10272187;P;30.8;-9.8
Morocco;MA;Sous-Massa-Draa         ;MA-13;;;L10273398;P;30.6;-9.5
Morocco;MA;Sous-Massa-Draa         ;MA-13;;;L10273416;P;30.5;-9.5
Morocco;MA;Sous-Massa-Draa         ;MA-13;;;L10273443;P;30.4;-9.4
Morocco;MA;Marrakech-Tensift-Al Hao;MA-11;;;L10274178;P;31.6;-7.7
Morocco;MA;Sous-Massa-Draa         ;MA-13;;;L10274200;P;31;-7.2
Morocco;MA;Sous-Massa-Draa         ;MA-13;;;L10274312;P;31.4;-5.7
Morocco;MA;Sous-Massa-Draa         ;MA-13;;;L10274321;P;31.4;-5.7
Morocco;MA;Marrakech-Tensift-Al Hao;MA-11;;;L10274332;P;31.3;-7.8
Morocco;MA;Sous-Massa-Draa         ;MA-13;;;L10276270;P;30.6;-8.5
Morocco;MA;Sous-Massa-Draa         ;MA-13;;;L10276279;P;30.6;-7.2
Morocco;MA;Sous-Massa-Draa         ;MA-13;;;L10276327;P;30.8;-6.1
Morocco;MA;Sous-Massa-Draa         ;MA-13;;;L10276334;P;30.9;-6.9
Morocco;MA;Marrakech-Tensift-Al Hao;MA-11;;;L10276344;P;31.6;-8
Morocco;MA;Sous-Massa-Draa         ;MA-13;;;L10276352;P;31.3;-7.4
Morocco;MA;Doukkala-Abda           ;MA-10;;;L10287921;P;32.3;-9.2
Morocco;MA;Marrakech-Tensift-Al Hao;MA-11;;;L10293653;H;31.6;-8
Morocco;MA;Sous-Massa-Draa         ;MA-13;;;L10300343;P;30.4;-9.6
Morocco;MA;Chaouia-Ouardigha       ;MA-09;;;L10307022;P;32.9;-6.9
Morocco;MA;Marrakech-Tensift-Al Hao;MA-11;;;L10309672;P;31.5;-9.8
Morocco;MA;Chaouia-Ouardigha       ;MA-09;;;L10311642;P;32.9;-6.9
Morocco;MA;Marrakech-Tensift-Al Hao;MA-11;;;L10311819;P;31.6;-8
Morocco;MA;Marrakech-Tensift-Al Hao;MA-11;;;L10311987;P;31.6;-8
Morocco;MA;Marrakech-Tensift-Al Hao;MA-11;;;L10313282;P;31.5;-8
Morocco;MA;Marrakech-Tensift-Al Hao;MA-11;;;L10313485;P;31.5;-9.7
Morocco;MA;Marrakech-Tensift-Al Hao;MA-11;;;L10313489;P;31.2;-7.9
Morocco;MA;Marrakech-Tensift-Al Hao;MA-11;;;L10313973;P;31.3;-7.8
Morocco;MA;Chaouia-Ouardigha       ;MA-09;;;L10314635;P;32.9;-6.9
Morocco;MA;Chaouia-Ouardigha       ;MA-09;;;L10314670;P;32.9;-6.9
Morocco;MA;Marrakech-Tensift-Al Hao;MA-11;;;L10317440;P;31.2;-9.7
Morocco;MA;Sous-Massa-Draa         ;MA-13;;;L10317703;P;31;-7.2
Morocco;MA;Sous-Massa-Draa         ;MA-13;;;L10321466;P;31.4;-6
Morocco;MA;Sous-Massa-Draa         ;MA-13;;;L10322661;P;31.4;-5.8
Morocco;MA;Guelmim-Es Smara        ;MA-14;;;L10328023;P;29;-10
Morocco;MA;Meknès-Tafilalet       ;MA-06;;;L10334959;P;31.3;-4.3
Morocco;MA;Marrakech-Tensift-Al Hao;MA-11;;;L10342757;P;31.7;-8
Morocco;MA;Meknès-Tafilalet       ;MA-06;;;L10343676;P;32.1;-4.4
Morocco;MA;Sous-Massa-Draa         ;MA-13;;;L10348419;P;30.4;-9.5
Morocco;MA;Chaouia-Ouardigha       ;MA-09;;;L10350518;P;33.8;-7.2
Morocco;MA;Sous-Massa-Draa         ;MA-13;;;L10352791;P;30.5;-8.8
Morocco;MA;Sous-Massa-Draa         ;MA-13;;;L10352794;P;30.4;-8.7
Morocco;MA;Sous-Massa-Draa         ;MA-13;;;L10352846;P;30.1;-8.5
Morocco;MA;Sous-Massa-Draa         ;MA-13;;;L10352848;P;30.1;-8.5
Morocco;MA;Marrakech-Tensift-Al Hao;MA-11;;;L10352872;P;31.7;-8
Morocco;MA;Marrakech-Tensift-Al Hao;MA-11;;;L10352874;P;31.7;-8
Morocco;MA;Sous-Massa-Draa         ;MA-13;;;L1035318 ;H;30.7;-8.2
Morocco;MA;Gharb-Chrarda-Beni Hssen;MA-02;;;L10354968;P;34.6;-5.3
Morocco;MA;Marrakech-Tensift-Al Hao;MA-11;;;L10356252;P;31.6;-8
Morocco;MA;Rabat-Salé-Zemmour-Zaer;MA-07;;;L10356675;P;34;-6.8
Morocco;MA;Marrakech-Tensift-Al Hao;MA-11;;;L10356788;P;31.7;-8.1
Morocco;MA;Meknès-Tafilalet       ;MA-06;;;L10356795;P;33.9;-5.6
Morocco;MA;Marrakech-Tensift-Al Hao;MA-11;;;L10357280;P;31.8;-8.2
Morocco;MA;Marrakech-Tensift-Al Hao;MA-11;;;L10358129;P;31.9;-8.2
Morocco;MA;Sous-Massa-Draa         ;MA-13;;;L10359442;P;30;-9.7
Morocco;MA;Fès-Boulemane          ;MA-05;;;L10364265;P;34.1;-5
Morocco;MA;Meknès-Tafilalet       ;MA-06;;;L10366850;P;32.6;-4.9
Morocco;MA;Guelmim-Es Smara        ;MA-14;;;L10367822;P;28.8;-10.3
Morocco;MA;Marrakech-Tensift-Al Hao;MA-11;;;L10369043;P;31.6;-8
Morocco;MA;Fès-Boulemane          ;MA-05;;;L10369405;P;34.1;-5
Morocco;MA;Meknès-Tafilalet       ;MA-06;;;L10380499;P;31.2;-4
Morocco;MA;Sous-Massa-Draa         ;MA-13;;;L10382086;P;30.4;-9.6
Morocco;MA;Sous-Massa-Draa         ;MA-13;;;L10387548;P;30.9;-8.3
Morocco;MA;Meknès-Tafilalet       ;MA-06;;;L10390944;P;31.2;-4
Morocco;MA;Sous-Massa-Draa         ;MA-13;;;L10391001;P;30.9;-6.8
Morocco;MA;Marrakech-Tensift-Al Hao;MA-11;;;L10391369;P;31.3;-7.7
Morocco;MA;Marrakech-Tensift-Al Hao;MA-11;;;L10399906;P;31.2;-7.8
Morocco;MA;Marrakech-Tensift-Al Hao;MA-11;;;L10406541;P;31.6;-8
Morocco;MA;Sous-Massa-Draa         ;MA-13;;;L10411390;P;30.8;-8.4
Morocco;MA;Sous-Massa-Draa         ;MA-13;;;L10411405;P;30.8;-8.4
Morocco;MA;Meknès-Tafilalet       ;MA-06;;;L10414333;H;31.3;-4.3
Morocco;MA;Marrakech-Tensift-Al Hao;MA-11;;;L10415334;P;31.6;-8
Morocco;MA;Doukkala-Abda           ;MA-10;;;L1041562 ;P;33.3;-8.5
Morocco;MA;Sous-Massa-Draa         ;MA-13;;;L10416572;P;31.1;-7.1
Morocco;MA;Marrakech-Tensift-Al Hao;MA-11;;;L10416581;P;31.6;-8
Morocco;MA;Marrakech-Tensift-Al Hao;MA-11;;;L10421965;P;31.5;-7.7
Morocco;MA;Marrakech-Tensift-Al Hao;MA-11;;;L10421982;P;31.2;-7.7
Morocco;MA;Sous-Massa-Draa         ;MA-13;;;L10425986;P;31.4;-5.8
Morocco;MA;Meknès-Tafilalet       ;MA-06;;;L10426609;P;31.2;-5
Morocco;MA;Meknès-Tafilalet       ;MA-06;;;L10433986;P;31.2;-4
Morocco;MA;Marrakech-Tensift-Al Hao;MA-11;;;L10434257;P;31.4;-9.6
Morocco;MA;Chaouia-Ouardigha       ;MA-09;;;L10434324;P;33.2;-7.6
Morocco;MA;Sous-Massa-Draa         ;MA-13;;;L10434934;H;30.4;-9.5
Morocco;MA;Meknès-Tafilalet       ;MA-06;;;L10435191;P;31.1;-4
Morocco;MA;Meknès-Tafilalet       ;MA-06;;;L10442160;P;31.3;-4
Morocco;MA;Meknès-Tafilalet       ;MA-06;;;L10442164;P;31.2;-4
Morocco;MA;Meknès-Tafilalet       ;MA-06;;;L10442213;P;31.3;-4.1
Morocco;MA;Meknès-Tafilalet       ;MA-06;;;L10442214;P;31.2;-3.9
Morocco;MA;Meknès-Tafilalet       ;MA-06;;;L10442216;P;31.2;-4
Morocco;MA;Meknès-Tafilalet       ;MA-06;;;L10442229;P;31.2;-4.1
Morocco;MA;Tadla-Azilal            ;MA-12;;;L10442296;P;31.9;-7
Morocco;MA;Tadla-Azilal            ;MA-12;;;L10442305;H;32;-6.7
Morocco;MA;Marrakech-Tensift-Al Hao;MA-11;;;L10451680;P;31.6;-8
Morocco;MA;Sous-Massa-Draa         ;MA-13;;;L10451975;P;30.4;-5.8
Morocco;MA;Sous-Massa-Draa         ;MA-13;;;L10452504;P;30.4;-9.6
Morocco;MA;Sous-Massa-Draa         ;MA-13;;;L10452506;P;30.4;-9.6
Morocco;MA;Sous-Massa-Draa         ;MA-13;;;L10452507;P;30.4;-9.6
Morocco;MA;Sous-Massa-Draa         ;MA-13;;;L10452509;P;30.1;-9.7
Morocco;MA;Sous-Massa-Draa         ;MA-13;;;L10452513;P;30.1;-9.7
Morocco;MA;Sous-Massa-Draa         ;MA-13;;;L10452514;P;30;-9.7
